instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
229,2011-01-10,Springer,2011,1,19,0,Monday,1,Clear,0.16,0.1667,0.47,0.1642,3.0,92,95,January
230,2011-01-10,Springer,2011,1,20,0,Monday,1,Clear,0.16,0.1667,0.5,0.1642,1.0,73,74,January
231,2011-01-10,Springer,2011,1,21,0,Monday,1,Clear,0.14,0.1364,0.59,0.194,1.0,37,38,January
232,2011-01-10,Springer,2011,1,22,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,2.0,22,24,January
233,2011-01-10,Springer,2011,1,23,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,0.0,18,18,January
234,2011-01-11,Springer,2011,1,0,0,Tuesday,1,Clear,0.14,0.1667,0.59,0.1045,2.0,10,12,January
235,2011-01-11,Springer,2011,1,1,0,Tuesday,1,Clear,0.14,0.1515,0.59,0.1642,0.0,3,3,January
236,2011-01-11,Springer,2011,1,2,0,Tuesday,1,Mist,0.16,0.1515,0.55,0.194,0.0,3,3,January
237,2011-01-11,Springer,2011,1,5,0,Tuesday,1,Mist,0.16,0.1818,0.55,0.1343,0.0,6,6,January
238,2011-01-11,Springer,2011,1,6,0,Tuesday,1,Mist,0.16,0.1818,0.55,0.1343,0.0,27,27,January
239,2011-01-11,Springer,2011,1,7,0,Tuesday,1,Mist,0.16,0.2273,0.55,0.0,2.0,97,99,January
240,2011-01-11,Springer,2011,1,8,0,Tuesday,1,Mist,0.18,0.2121,0.51,0.0896,3.0,214,217,January
241,2011-01-11,Springer,2011,1,9,0,Tuesday,1,Mist,0.18,0.197,0.51,0.1642,3.0,127,130,January
242,2011-01-11,Springer,2011,1,10,0,Tuesday,1,Mist,0.2,0.2121,0.51,0.1642,3.0,51,54,January
243,2011-01-11,Springer,2011,1,11,0,Tuesday,1,Mist,0.2,0.2121,0.47,0.1343,4.0,31,35,January
244,2011-01-11,Springer,2011,1,12,0,Tuesday,1,Mist,0.2,0.2273,0.51,0.1045,2.0,55,57,January
245,2011-01-11,Springer,2011,1,13,0,Tuesday,1,Mist,0.2,0.2273,0.59,0.0896,6.0,46,52,January
246,2011-01-11,Springer,2011,1,14,0,Tuesday,1,Mist,0.2,0.2273,0.59,0.0896,3.0,60,63,January
247,2011-01-11,Springer,2011,1,15,0,Tuesday,1,Mist,0.16,0.197,0.8,0.0896,2.0,45,47,January
248,2011-01-11,Springer,2011,1,16,0,Tuesday,1,Mist,0.16,0.1515,0.86,0.2239,4.0,72,76,January
249,2011-01-11,Springer,2011,1,17,0,Tuesday,1,Mist,0.16,0.1515,0.86,0.2239,6.0,130,136,January
250,2011-01-11,Springer,2011,1,18,0,Tuesday,1,Light Snow,0.16,0.1818,0.93,0.1045,1.0,94,95,January
251,2011-01-11,Springer,2011,1,19,0,Tuesday,1,Light Snow,0.16,0.2273,0.93,0.0,0.0,51,51,January
252,2011-01-11,Springer,2011,1,20,0,Tuesday,1,Light Snow,0.16,0.1515,0.93,0.194,0.0,32,32,January
253,2011-01-11,Springer,2011,1,21,0,Tuesday,1,Light Snow,0.16,0.197,0.86,0.0896,0.0,20,20,January
254,2011-01-11,Springer,2011,1,22,0,Tuesday,1,Light Snow,0.16,0.1818,0.93,0.1045,1.0,28,29,January
255,2011-01-11,Springer,2011,1,23,0,Tuesday,1,Light Snow,0.16,0.197,0.93,0.0896,1.0,18,19,January
256,2011-01-12,Springer,2011,1,0,0,Wednesday,1,Mist,0.16,0.197,0.86,0.0896,0.0,7,7,January
257,2011-01-12,Springer,2011,1,1,0,Wednesday,1,Mist,0.16,0.1818,0.86,0.1045,0.0,6,6,January
258,2011-01-12,Springer,2011,1,2,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1343,0.0,1,1,January
259,2011-01-12,Springer,2011,1,5,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1642,0.0,5,5,January
260,2011-01-12,Springer,2011,1,6,0,Wednesday,1,Clear,0.12,0.1515,0.93,0.1343,0.0,16,16,January
261,2011-01-12,Springer,2011,1,7,0,Wednesday,1,Clear,0.14,0.1515,0.69,0.1343,0.0,54,54,January
262,2011-01-12,Springer,2011,1,8,0,Wednesday,1,Clear,0.16,0.1667,0.59,0.1642,3.0,125,128,January
263,2011-01-12,Springer,2011,1,9,0,Wednesday,1,Clear,0.16,0.1364,0.59,0.3284,3.0,78,81,January
264,2011-01-12,Springer,2011,1,10,0,Wednesday,1,Clear,0.18,0.1818,0.55,0.2239,0.0,39,39,January
265,2011-01-12,Springer,2011,1,11,0,Wednesday,1,Clear,0.2,0.1818,0.51,0.3881,3.0,32,35,January
266,2011-01-12,Springer,2011,1,12,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.194,3.0,52,55,January
267,2011-01-12,Springer,2011,1,13,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3582,0.0,49,49,January
268,2011-01-12,Springer,2011,1,14,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3284,0.0,44,44,January
269,2011-01-12,Springer,2011,1,15,0,Wednesday,1,Clear,0.2,0.1667,0.47,0.4179,1.0,48,49,January
270,2011-01-12,Springer,2011,1,16,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3284,5.0,63,68,January
271,2011-01-12,Springer,2011,1,17,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3582,0.0,139,139,January
272,2011-01-12,Springer,2011,1,18,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.194,2.0,135,137,January
273,2011-01-12,Springer,2011,1,19,0,Wednesday,1,Clear,0.18,0.1515,0.47,0.4179,1.0,82,83,January
274,2011-01-12,Springer,2011,1,20,0,Wednesday,1,Clear,0.16,0.1364,0.5,0.3284,2.0,54,56,January
275,2011-01-12,Springer,2011,1,21,0,Wednesday,1,Clear,0.16,0.1364,0.55,0.3284,0.0,57,57,January
276,2011-01-12,Springer,2011,1,22,0,Wednesday,1,Clear,0.16,0.1212,0.55,0.4478,1.0,32,33,January
277,2011-01-12,Springer,2011,1,23,0,Wednesday,1,Clear,0.14,0.1061,0.59,0.4179,1.0,19,20,January
278,2011-01-13,Springer,2011,1,0,0,Thursday,1,Clear,0.14,0.1212,0.59,0.2836,1.0,6,7,January
279,2011-01-13,Springer,2011,1,1,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2836,0.0,2,2,January
280,2011-01-13,Springer,2011,1,2,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3582,0.0,2,2,January
281,2011-01-13,Springer,2011,1,3,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,0.0,3,3,January
282,2011-01-13,Springer,2011,1,4,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2537,0.0,4,4,January
283,2011-01-13,Springer,2011,1,5,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2985,0.0,3,3,January
284,2011-01-13,Springer,2011,1,6,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0.0,28,28,January
285,2011-01-13,Springer,2011,1,7,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0.0,72,72,January
286,2011-01-13,Springer,2011,1,8,0,Thursday,1,Clear,0.14,0.1364,0.5,0.194,5.0,197,202,January
287,2011-01-13,Springer,2011,1,9,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,2.0,137,139,January
288,2011-01-13,Springer,2011,1,10,0,Thursday,1,Mist,0.16,0.1364,0.5,0.3582,2.0,36,38,January
289,2011-01-13,Springer,2011,1,11,0,Thursday,1,Mist,0.2,0.1667,0.44,0.4478,4.0,33,37,January
290,2011-01-13,Springer,2011,1,12,0,Thursday,1,Clear,0.2,0.1667,0.44,0.4179,3.0,49,52,January
291,2011-01-13,Springer,2011,1,13,0,Thursday,1,Clear,0.22,0.197,0.41,0.4478,2.0,81,83,January
292,2011-01-13,Springer,2011,1,14,0,Thursday,1,Clear,0.22,0.197,0.41,0.3881,3.0,39,42,January
293,2011-01-13,Springer,2011,1,15,0,Thursday,1,Clear,0.24,0.2121,0.38,0.2985,5.0,55,60,January
294,2011-01-13,Springer,2011,1,16,0,Thursday,1,Clear,0.24,0.2121,0.38,0.3582,2.0,76,78,January
295,2011-01-13,Springer,2011,1,17,0,Thursday,1,Clear,0.2,0.1818,0.4,0.2836,4.0,158,162,January
296,2011-01-13,Springer,2011,1,18,0,Thursday,1,Clear,0.2,0.1818,0.4,0.3284,3.0,141,144,January
297,2011-01-13,Springer,2011,1,19,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2537,1.0,98,99,January
298,2011-01-13,Springer,2011,1,20,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2239,0.0,64,64,January
299,2011-01-13,Springer,2011,1,21,0,Thursday,1,Clear,0.14,0.1212,0.46,0.2985,0.0,40,40,January
300,2011-01-13,Springer,2011,1,22,0,Thursday,1,Clear,0.14,0.1212,0.46,0.3284,0.0,30,30,January
301,2011-01-13,Springer,2011,1,23,0,Thursday,1,Clear,0.12,0.1364,0.5,0.194,1.0,14,15,January
302,2011-01-14,Springer,2011,1,0,0,Friday,1,Clear,0.12,0.1364,0.5,0.194,0.0,14,14,January
303,2011-01-14,Springer,2011,1,1,0,Friday,1,Clear,0.1,0.1212,0.54,0.1642,0.0,5,5,January
304,2011-01-14,Springer,2011,1,2,0,Friday,1,Clear,0.1,0.1212,0.54,0.1343,0.0,1,1,January
305,2011-01-14,Springer,2011,1,3,0,Friday,1,Clear,0.1,0.1364,0.54,0.1045,0.0,1,1,January
306,2011-01-14,Springer,2011,1,5,0,Friday,1,Clear,0.1,0.1364,0.54,0.0896,0.0,8,8,January
307,2011-01-14,Springer,2011,1,6,0,Friday,1,Clear,0.1,0.1818,0.54,0.0,0.0,17,17,January
308,2011-01-14,Springer,2011,1,7,0,Friday,1,Clear,0.1,0.1212,0.74,0.1642,0.0,70,70,January
309,2011-01-14,Springer,2011,1,8,0,Friday,1,Clear,0.12,0.1667,0.68,0.0,2.0,156,158,January
310,2011-01-14,Springer,2011,1,9,0,Friday,1,Clear,0.14,0.1515,0.69,0.1343,0.0,117,117,January
311,2011-01-14,Springer,2011,1,10,0,Friday,1,Clear,0.18,0.1818,0.55,0.194,4.0,40,44,January
312,2011-01-14,Springer,2011,1,11,0,Friday,1,Clear,0.18,0.1667,0.51,0.2836,6.0,47,53,January
313,2011-01-14,Springer,2011,1,12,0,Friday,1,Clear,0.2,0.197,0.44,0.2537,2.0,59,61,January
314,2011-01-14,Springer,2011,1,13,0,Friday,1,Clear,0.22,0.197,0.37,0.3881,4.0,73,77,January
315,2011-01-14,Springer,2011,1,14,0,Friday,1,Clear,0.22,0.2121,0.41,0.2836,5.0,59,64,January
316,2011-01-14,Springer,2011,1,15,0,Friday,1,Clear,0.24,0.2424,0.38,0.1642,9.0,59,68,January
317,2011-01-14,Springer,2011,1,16,0,Friday,1,Clear,0.22,0.2424,0.41,0.1045,3.0,87,90,January
318,2011-01-14,Springer,2011,1,17,0,Friday,1,Clear,0.22,0.2273,0.41,0.1642,4.0,155,159,January
319,2011-01-14,Springer,2011,1,18,0,Friday,1,Clear,0.2,0.2576,0.47,0.0,5.0,134,139,January
320,2011-01-14,Springer,2011,1,19,0,Friday,1,Clear,0.16,0.197,0.59,0.0896,3.0,89,92,January
321,2011-01-14,Springer,2011,1,20,0,Friday,1,Clear,0.18,0.2424,0.59,0.0,0.0,68,68,January
322,2011-01-14,Springer,2011,1,21,0,Friday,1,Clear,0.16,0.2273,0.69,0.0,4.0,48,52,January
323,2011-01-14,Springer,2011,1,22,0,Friday,1,Mist,0.16,0.2273,0.69,0.0,2.0,34,36,January
324,2011-01-14,Springer,2011,1,23,0,Friday,1,Mist,0.18,0.2424,0.55,0.0,1.0,26,27,January
325,2011-01-15,Springer,2011,1,0,0,Saturday,0,Clear,0.18,0.2424,0.55,0.0,3.0,25,28,January
326,2011-01-15,Springer,2011,1,1,0,Saturday,0,Mist,0.16,0.197,0.59,0.0896,2.0,18,20,January
327,2011-01-15,Springer,2011,1,2,0,Saturday,0,Mist,0.16,0.197,0.59,0.0896,0.0,12,12,January
328,2011-01-15,Springer,2011,1,3,0,Saturday,0,Mist,0.16,0.2273,0.59,0.0,1.0,7,8,January
329,2011-01-15,Springer,2011,1,4,0,Saturday,0,Mist,0.16,0.2273,0.59,0.0,0.0,5,5,January
330,2011-01-15,Springer,2011,1,5,0,Saturday,0,Clear,0.16,0.2273,0.59,0.0,0.0,1,1,January
331,2011-01-15,Springer,2011,1,6,0,Saturday,0,Clear,0.14,0.1667,0.63,0.1045,1.0,2,3,January
332,2011-01-15,Springer,2011,1,7,0,Saturday,0,Clear,0.14,0.2121,0.63,0.0,1.0,9,10,January
333,2011-01-15,Springer,2011,1,8,0,Saturday,0,Clear,0.14,0.1515,0.63,0.1343,1.0,22,23,January
334,2011-01-15,Springer,2011,1,9,0,Saturday,0,Clear,0.16,0.1818,0.64,0.1343,2.0,31,33,January
335,2011-01-15,Springer,2011,1,10,0,Saturday,0,Clear,0.18,0.197,0.59,0.1642,2.0,57,59,January
336,2011-01-15,Springer,2011,1,11,0,Saturday,0,Clear,0.2,0.197,0.55,0.2239,18.0,54,72,January
337,2011-01-15,Springer,2011,1,12,0,Saturday,0,Clear,0.24,0.2273,0.48,0.2239,15.0,74,89,January
338,2011-01-15,Springer,2011,1,13,0,Saturday,0,Clear,0.28,0.2576,0.38,0.2985,21.0,80,101,January
339,2011-01-15,Springer,2011,1,14,0,Saturday,0,Clear,0.3,0.2879,0.39,0.2836,26.0,92,118,January
340,2011-01-15,Springer,2011,1,15,0,Saturday,0,Mist,0.32,0.3182,0.36,0.194,21.0,108,129,January
341,2011-01-15,Springer,2011,1,16,0,Saturday,0,Mist,0.34,0.3333,0.34,0.194,33.0,95,128,January
342,2011-01-15,Springer,2011,1,17,0,Saturday,0,Mist,0.32,0.303,0.36,0.2836,29.0,54,83,January
343,2011-01-15,Springer,2011,1,18,0,Saturday,0,Mist,0.3,0.2879,0.45,0.2537,15.0,69,84,January
344,2011-01-15,Springer,2011,1,19,0,Saturday,0,Mist,0.32,0.303,0.39,0.2537,14.0,60,74,January
345,2011-01-15,Springer,2011,1,20,0,Saturday,0,Mist,0.32,0.303,0.39,0.2537,6.0,35,41,January
346,2011-01-15,Springer,2011,1,21,0,Saturday,0,Mist,0.32,0.303,0.39,0.2239,6.0,51,57,January
347,2011-01-15,Springer,2011,1,22,0,Saturday,0,Mist,0.3,0.3182,0.42,0.1045,0.0,26,26,January
348,2011-01-15,Springer,2011,1,23,0,Saturday,0,Clear,0.3,0.2879,0.45,0.2836,5.0,39,44,January
349,2011-01-16,Springer,2011,1,0,0,Sunday,0,Clear,0.26,0.303,0.56,0.0,6.0,33,39,January
350,2011-01-16,Springer,2011,1,1,0,Sunday,0,Clear,0.26,0.2727,0.56,0.1343,4.0,19,23,January
351,2011-01-16,Springer,2011,1,2,0,Sunday,0,Clear,0.26,0.2879,0.56,0.0896,3.0,13,16,January
352,2011-01-16,Springer,2011,1,3,0,Sunday,0,Clear,0.22,0.2727,0.69,0.0,9.0,6,15,January
353,2011-01-16,Springer,2011,1,4,0,Sunday,0,Clear,0.26,0.2576,0.56,0.1642,0.0,1,1,January
354,2011-01-16,Springer,2011,1,5,0,Sunday,0,Mist,0.26,0.2576,0.56,0.1642,1.0,1,2,January
355,2011-01-16,Springer,2011,1,6,0,Sunday,0,Mist,0.26,0.2576,0.56,0.1642,0.0,1,1,January
356,2011-01-16,Springer,2011,1,7,0,Sunday,0,Mist,0.24,0.2121,0.56,0.2985,0.0,3,3,January
357,2011-01-16,Springer,2011,1,8,0,Sunday,0,Clear,0.22,0.2121,0.55,0.2836,0.0,18,18,January
358,2011-01-16,Springer,2011,1,9,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2537,3.0,29,32,January
359,2011-01-16,Springer,2011,1,10,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2836,8.0,71,79,January
360,2011-01-16,Springer,2011,1,11,0,Sunday,0,Clear,0.24,0.2273,0.44,0.2537,23.0,70,93,January
361,2011-01-16,Springer,2011,1,12,0,Sunday,0,Clear,0.24,0.2121,0.41,0.2836,29.0,75,104,January
362,2011-01-16,Springer,2011,1,13,0,Sunday,0,Clear,0.26,0.2273,0.35,0.2985,23.0,95,118,January
363,2011-01-16,Springer,2011,1,14,0,Sunday,0,Clear,0.28,0.2727,0.36,0.2537,22.0,69,91,January
364,2011-01-16,Springer,2011,1,15,0,Sunday,0,Clear,0.26,0.2424,0.38,0.2537,35.0,78,113,January
365,2011-01-16,Springer,2011,1,16,0,Sunday,0,Clear,0.24,0.2273,0.38,0.2239,22.0,77,99,January
366,2011-01-16,Springer,2011,1,17,0,Sunday,0,Clear,0.22,0.2121,0.37,0.2537,23.0,82,105,January
367,2011-01-16,Springer,2011,1,18,0,Sunday,0,Clear,0.2,0.2121,0.4,0.1642,11.0,56,67,January
368,2011-01-16,Springer,2011,1,19,0,Sunday,0,Clear,0.18,0.197,0.47,0.1343,14.0,47,61,January
369,2011-01-16,Springer,2011,1,20,0,Sunday,0,Clear,0.18,0.197,0.47,0.1642,7.0,50,57,January
370,2011-01-16,Springer,2011,1,21,0,Sunday,0,Clear,0.18,0.197,0.51,0.1642,6.0,22,28,January
371,2011-01-16,Springer,2011,1,22,0,Sunday,0,Mist,0.2,0.2121,0.49,0.1343,2.0,19,21,January
372,2011-01-16,Springer,2011,1,23,0,Sunday,0,Mist,0.2,0.2273,0.4,0.1045,0.0,18,18,January
373,2011-01-17,Springer,2011,1,0,1,Monday,0,Mist,0.2,0.197,0.47,0.2239,1.0,16,17,January
374,2011-01-17,Springer,2011,1,1,1,Monday,0,Mist,0.2,0.197,0.44,0.194,1.0,15,16,January
375,2011-01-17,Springer,2011,1,2,1,Monday,0,Mist,0.18,0.1667,0.43,0.2537,0.0,8,8,January
376,2011-01-17,Springer,2011,1,3,1,Monday,0,Mist,0.18,0.1818,0.43,0.194,0.0,2,2,January
377,2011-01-17,Springer,2011,1,4,1,Monday,0,Mist,0.18,0.197,0.43,0.1343,1.0,2,3,January
378,2011-01-17,Springer,2011,1,5,1,Monday,0,Mist,0.18,0.197,0.43,0.1642,0.0,1,1,January
379,2011-01-17,Springer,2011,1,6,1,Monday,0,Mist,0.18,0.1818,0.43,0.194,0.0,5,5,January
380,2011-01-17,Springer,2011,1,7,1,Monday,0,Mist,0.16,0.1818,0.5,0.1343,4.0,9,13,January
381,2011-01-17,Springer,2011,1,8,1,Monday,0,Mist,0.16,0.1515,0.47,0.2239,3.0,30,33,January
382,2011-01-17,Springer,2011,1,9,1,Monday,0,Mist,0.16,0.1515,0.47,0.2239,8.0,39,47,January
383,2011-01-17,Springer,2011,1,10,1,Monday,0,Mist,0.16,0.1515,0.5,0.2537,7.0,50,57,January
384,2011-01-17,Springer,2011,1,11,1,Monday,0,Mist,0.16,0.1515,0.55,0.194,9.0,55,64,January
385,2011-01-17,Springer,2011,1,12,1,Monday,0,Mist,0.18,0.197,0.47,0.1343,10.0,70,80,January
386,2011-01-17,Springer,2011,1,13,1,Monday,0,Mist,0.18,0.197,0.47,0.1343,13.0,80,93,January
387,2011-01-17,Springer,2011,1,14,1,Monday,0,Mist,0.18,0.2121,0.43,0.1045,12.0,74,86,January
388,2011-01-17,Springer,2011,1,15,1,Monday,0,Mist,0.2,0.2121,0.47,0.1642,21.0,72,93,January
389,2011-01-17,Springer,2011,1,16,1,Monday,0,Mist,0.2,0.2121,0.47,0.1642,6.0,76,82,January
390,2011-01-17,Springer,2011,1,17,1,Monday,0,Clear,0.2,0.197,0.51,0.194,4.0,67,71,January
391,2011-01-17,Springer,2011,1,18,1,Monday,0,Mist,0.18,0.1667,0.55,0.2537,7.0,85,92,January
392,2011-01-17,Springer,2011,1,19,1,Monday,0,Light Snow,0.18,0.1818,0.59,0.194,2.0,58,60,January
393,2011-01-17,Springer,2011,1,20,1,Monday,0,Light Snow,0.16,0.1515,0.8,0.194,4.0,29,33,January
394,2011-01-17,Springer,2011,1,21,1,Monday,0,Light Snow,0.16,0.1515,0.8,0.194,3.0,24,27,January
395,2011-01-17,Springer,2011,1,22,1,Monday,0,Light Snow,0.14,0.1212,0.93,0.2537,0.0,13,13,January
396,2011-01-17,Springer,2011,1,23,1,Monday,0,Light Snow,0.16,0.1364,0.86,0.2836,1.0,3,4,January
397,2011-01-18,Springer,2011,1,12,0,Tuesday,1,Mist,0.2,0.1818,0.86,0.3284,0.0,3,3,January
398,2011-01-18,Springer,2011,1,13,0,Tuesday,1,Mist,0.2,0.197,0.86,0.2239,0.0,22,22,January
399,2011-01-18,Springer,2011,1,14,0,Tuesday,1,Mist,0.22,0.2273,0.8,0.1642,2.0,26,28,January
400,2011-01-18,Springer,2011,1,15,0,Tuesday,1,Mist,0.22,0.2273,0.87,0.1642,3.0,32,35,January
401,2011-01-18,Springer,2011,1,16,0,Tuesday,1,Mist,0.22,0.2273,0.87,0.194,0.0,61,61,January
402,2011-01-18,Springer,2011,1,17,0,Tuesday,1,Mist,0.22,0.2273,0.82,0.194,1.0,124,125,January
403,2011-01-18,Springer,2011,1,18,0,Tuesday,1,Mist,0.22,0.2273,0.8,0.1642,1.0,132,133,January
404,2011-01-18,Springer,2011,1,19,0,Tuesday,1,Mist,0.22,0.2273,0.8,0.1343,1.0,98,99,January
405,2011-01-18,Springer,2011,1,20,0,Tuesday,1,Mist,0.22,0.2727,0.87,0.0,0.0,83,83,January
406,2011-01-18,Springer,2011,1,21,0,Tuesday,1,Mist,0.22,0.2424,0.93,0.1045,0.0,41,41,January
407,2011-01-18,Springer,2011,1,22,0,Tuesday,1,Mist,0.22,0.2576,0.93,0.0896,0.0,33,33,January
408,2011-01-18,Springer,2011,1,23,0,Tuesday,1,Mist,0.22,0.2727,0.93,0.0,1.0,19,20,January
409,2011-01-19,Springer,2011,1,0,0,Wednesday,1,Mist,0.22,0.2727,0.93,0.0,0.0,3,3,January
410,2011-01-19,Springer,2011,1,1,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,0.1343,1.0,6,7,January
411,2011-01-19,Springer,2011,1,2,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,0.1343,0.0,3,3,January
412,2011-01-19,Springer,2011,1,4,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,0.1343,1.0,1,2,January
413,2011-01-19,Springer,2011,1,5,0,Wednesday,1,Mist,0.22,0.2576,0.93,0.0896,0.0,7,7,January
414,2011-01-19,Springer,2011,1,6,0,Wednesday,1,Mist,0.22,0.2576,0.93,0.0896,0.0,32,32,January
415,2011-01-19,Springer,2011,1,7,0,Wednesday,1,Mist,0.24,0.2576,0.92,0.1045,1.0,89,90,January
416,2011-01-19,Springer,2011,1,8,0,Wednesday,1,Mist,0.24,0.2576,0.93,0.1045,1.0,196,197,January
417,2011-01-19,Springer,2011,1,9,0,Wednesday,1,Mist,0.24,0.2576,0.93,0.1045,2.0,107,109,January
418,2011-01-19,Springer,2011,1,10,0,Wednesday,1,Mist,0.26,0.2727,0.93,0.1343,1.0,46,47,January
419,2011-01-19,Springer,2011,1,11,0,Wednesday,1,Mist,0.28,0.303,0.87,0.0896,5.0,47,52,January
420,2011-01-19,Springer,2011,1,12,0,Wednesday,1,Mist,0.3,0.3182,0.81,0.0896,5.0,65,70,January
421,2011-01-19,Springer,2011,1,13,0,Wednesday,1,Clear,0.4,0.4091,0.62,0.2836,11.0,67,78,January
422,2011-01-19,Springer,2011,1,14,0,Wednesday,1,Clear,0.4,0.4091,0.58,0.2537,7.0,68,75,January
423,2011-01-19,Springer,2011,1,15,0,Wednesday,1,Clear,0.4,0.4091,0.54,0.2836,4.0,78,82,January
424,2011-01-19,Springer,2011,1,16,0,Wednesday,1,Clear,0.38,0.3939,0.58,0.3881,10.0,94,104,January
425,2011-01-19,Springer,2011,1,17,0,Wednesday,1,Clear,0.36,0.3333,0.57,0.3284,7.0,190,197,January
426,2011-01-19,Springer,2011,1,18,0,Wednesday,1,Clear,0.34,0.3182,0.61,0.2836,5.0,156,161,January
427,2011-01-19,Springer,2011,1,19,0,Wednesday,1,Clear,0.32,0.2879,0.57,0.4179,4.0,108,112,January
428,2011-01-19,Springer,2011,1,20,0,Wednesday,1,Clear,0.32,0.303,0.49,0.2985,2.0,74,76,January
429,2011-01-19,Springer,2011,1,21,0,Wednesday,1,Clear,0.32,0.2879,0.49,0.4179,4.0,55,59,January
430,2011-01-19,Springer,2011,1,22,0,Wednesday,1,Clear,0.3,0.303,0.52,0.1642,6.0,53,59,January
431,2011-01-19,Springer,2011,1,23,0,Wednesday,1,Clear,0.3,0.2727,0.52,0.4627,1.0,27,28,January
432,2011-01-20,Springer,2011,1,0,0,Thursday,1,Clear,0.26,0.2273,0.56,0.3881,5.0,8,13,January
433,2011-01-20,Springer,2011,1,1,0,Thursday,1,Clear,0.26,0.2727,0.56,0.0,2.0,3,5,January
434,2011-01-20,Springer,2011,1,2,0,Thursday,1,Clear,0.26,0.2727,0.56,0.0,0.0,2,2,January
435,2011-01-20,Springer,2011,1,3,0,Thursday,1,Clear,0.26,0.2576,0.56,0.1642,0.0,1,1,January
436,2011-01-20,Springer,2011,1,4,0,Thursday,1,Clear,0.26,0.2576,0.56,0.1642,0.0,1,1,January
437,2011-01-20,Springer,2011,1,5,0,Thursday,1,Clear,0.24,0.2273,0.6,0.2239,0.0,6,6,January
438,2011-01-20,Springer,2011,1,6,0,Thursday,1,Clear,0.22,0.2121,0.6,0.2239,0.0,35,35,January
439,2011-01-20,Springer,2011,1,7,0,Thursday,1,Clear,0.22,0.2121,0.55,0.2239,1.0,100,101,January
440,2011-01-20,Springer,2011,1,8,0,Thursday,1,Clear,0.22,0.2121,0.55,0.2836,2.0,247,249,January
441,2011-01-20,Springer,2011,1,9,0,Thursday,1,Mist,0.24,0.2273,0.52,0.2239,3.0,140,143,January
442,2011-01-20,Springer,2011,1,10,0,Thursday,1,Clear,0.26,0.2273,0.48,0.2985,1.0,56,57,January
443,2011-01-20,Springer,2011,1,11,0,Thursday,1,Mist,0.28,0.2727,0.45,0.1642,5.0,63,68,January
444,2011-01-20,Springer,2011,1,12,0,Thursday,1,Mist,0.3,0.3333,0.42,0.0,7.0,77,84,January
445,2011-01-20,Springer,2011,1,13,0,Thursday,1,Mist,0.28,0.2879,0.45,0.1045,12.0,86,98,January
446,2011-01-20,Springer,2011,1,14,0,Thursday,1,Mist,0.3,0.303,0.45,0.1343,6.0,75,81,January
447,2011-01-20,Springer,2011,1,15,0,Thursday,1,Mist,0.32,0.3182,0.45,0.194,8.0,62,70,January
448,2011-01-20,Springer,2011,1,16,0,Thursday,1,Mist,0.3,0.303,0.49,0.1343,8.0,83,91,January
449,2011-01-20,Springer,2011,1,17,0,Thursday,1,Mist,0.3,0.3182,0.49,0.1045,8.0,207,215,January
450,2011-01-20,Springer,2011,1,18,0,Thursday,1,Mist,0.26,0.2576,0.56,0.194,1.0,184,185,January
451,2011-01-20,Springer,2011,1,19,0,Thursday,1,Clear,0.26,0.2273,0.56,0.3284,6.0,146,152,January
452,2011-01-20,Springer,2011,1,20,0,Thursday,1,Mist,0.26,0.2424,0.6,0.2836,2.0,124,126,January
453,2011-01-20,Springer,2011,1,21,0,Thursday,1,Mist,0.24,0.2273,0.6,0.2537,3.0,54,57,January
454,2011-01-20,Springer,2011,1,22,0,Thursday,1,Mist,0.24,0.2121,0.65,0.2836,0.0,56,56,January
455,2011-01-20,Springer,2011,1,23,0,Thursday,1,Mist,0.24,0.2121,0.65,0.3284,3.0,28,31,January
456,2011-01-21,Springer,2011,1,0,0,Friday,1,Mist,0.24,0.2273,0.7,0.2537,1.0,20,21,January
